FileName,FileSize,ResultHash,RefTime[us],NeonTime[us],ratio
738.bin,7913247,d6e34072a0902ccadd3e4be009ecff14b70109a24e1f379b9c2b67c38b6aab4b,77958,10874,7.16921
739.bin,1588925,b77da7df57beab3ae23627d16111956444671b8630484ba026cfe5c2e95ab406,15663,2184,7.1717
740.bin,6299837,12bf3741ed77278b769ecd2a8bb8d4749e407a3651b97062f6b05e937b2aeacc,62054,8666,7.16063
741.bin,5631795,34e6d2dd12f8a8201fe857c7e50609186d91b75cd0b2a8f672f8faf0fa699fab,55481,7740,7.16809
742.bin,7496057,870f4a217a122a5686ac4d64eaf81246b91f664c20cb5e963baf8383ff181e62,73671,10312,7.1442
743.bin,8485639,00a27213f2950cd34e48f86150f15c2ef238164b04c4222b0ea67ca7485480dc,83584,11655,7.17151
744.bin,2789187,8c6a58ebc5071d3490bc433f2c587be3765460d8ac49d70f0babd8151369f625,27481,3827,7.18082
745.bin,6555521,06e3c0c9ab0ec5ad66ea8f7225ee3b69fdb5d09fdc420f1f21b45c87de130dc1,64557,9034,7.146
746.bin,11102949,a124fb24adb78aec00cf3c5192f0cdb7c993a4728f7fd92e01cae28186dbf5ca,109364,15258,7.16765
747.bin,3902231,d83125adb56e35932a78778cb872302cbdf3214d8c724f2c5dec47b9f0cc97ef,38435,5367,7.16136
748.bin,1362182,f23e6805dc594ddb7d8f096f1945223415344850c817893cbd8633be025987d7,13383,1868,7.16435
749.bin,15820840,8ac107a0b0b8d7309a49b04137d9b28e64ca2c57d9e03e897745cca9e8ceea21,155794,21731,7.16921
750.bin,11450879,a949c433124c8a72cd4a651991d56e96b4975c03ee8698909f9a76a64608657b,112745,15733,7.16615
751.bin,2946263,31dbc7cb69c3264f1bfb992cb893c1526df0d7cb896c1db4a990a496cc2c15ac,29018,4053,7.15963
752.bin,8571318,63d4f83a3ee7f11fcae5ee664763d9204951a8ffb3ae358f5fd4414245651136,84412,11776,7.16814
753.bin,2827103,956e7756888ec916ea1b20e859be642da76928488eb891403a2acb44abdee8e2,27794,3885,7.15418
754.bin,15599648,3ea9322049d61854b624e490c7dde662511a6f472e65d57e917dee29423a582f,153603,21439,7.16465
755.bin,12068698,191f067d2776ec99c2b837730641cde316325828458f543c1dd3023fa07434ea,118557,16586,7.14802
756.bin,4418172,e7abc1eef1ac0fcee78ed79fb0d35688433d033f0b195162104cdb14d79da5f8,43416,6076,7.14549
757.bin,7927031,54a520ff57a5371063aafd0edf5ee75e098076f1fdccf6d6e8ed7c8858764228,78104,10885,7.17538
758.bin,12458127,44006240d9792e7d34fc351cce3ce2cbba4b478b657250df50417d26462a07ed,122425,17108,7.15601
759.bin,9675165,a4e74be81dff3915b252a46064873687bf5efdf8a75c6bed670e8570f80263fa,95298,13303,7.16365
760.bin,3683015,28aaa71d8efd116028b21c4bda5aba4b9a763ebed3e33118aa3712ca00628dae,36291,5057,7.17639
761.bin,13702347,f6830b456805cf9e6edebdc9e05c270c87d8c2c5fb31a5b87cf9f18d2c33ad8b,134958,18824,7.16946
762.bin,15075946,e8c05706bf517a953eb58bd2d1868d09f65419cfd6046f017d0eefeb46de4f21,148553,20711,7.17266
763.bin,7209704,14176b4ea39cdf3e7aa001c79f778eb29b9a8b59cf3f96703d3551043f290f72,71045,9901,7.17554
764.bin,9156665,7f4cfcfb11bb16e79d8ff3c03dee32aadfd8516565e21110b19edb0e77c4d250,90179,12577,7.17015
765.bin,6029334,c7f8c696f42a0e7557fac7f39946265470216e7b4116f33430f8eb88b1109ce3,59395,8289,7.16552
766.bin,5934277,640134340171077f7d2d156eb596051021f138c461265e9b5952f41348f1762e,58428,8150,7.16908
767.bin,4143750,28e8db5c377838931341d6d3e7a2fc08fce85d4863246ec6146fe0f31af7d060,40716,5696,7.14817
768.bin,3938037,1cc29b4da5867ec4edc175297ee1d6ccb96f26b64c157bb57ca57ef161d1fe18,38670,5426,7.1268
769.bin,7679630,4063adc2bf7e1a8591d67ce17726252a300b7e543ab6e5852a9b042181e85219,75617,10546,7.17021
770.bin,14937538,b359fe327a1d9f9a8bb5173d85fe5c4749a5577e41b8f8c4b302ccd75d22c242,147655,20650,7.15036
771.bin,14194645,a8af5e54ba2865647a95506a423557c3f765443fbbd662454691bceda17d98dd,140188,19526,7.17956
772.bin,13470045,841acc552bb4c47553287aeb4f66a3f3a7802d00b3542a621bc815c7ae80eb41,132656,18509,7.16711
773.bin,14833551,a572156c8dcedeed417a936618775e154c617485593fde6959f573e11bc8dc17,146120,20381,7.16942
774.bin,5123314,8b77b625e85ffc04465ca97a20850a09b76b65aad3c8c3d8dd7a320c47dc8173,50338,7042,7.14825
775.bin,4599063,e20a49f1729cc90161fc70ba29e8502ac4248800a93bee8d7f551d7e224bebae,45206,6317,7.15625
776.bin,10742143,90e9aa39f75ffefd52e85fb67a9e1b576baa1763884e41a1aefcbd8efec17d37,105550,14775,7.14382
777.bin,13050177,25d38308513f9717be7298460a5f35bfe608b221e0dd85c4a96c33ae860c8f9d,128558,17929,7.17039
778.bin,6823110,7b5b1577f4dd39e7331377cea09ac6334adacb435803d1db3cea800c9e35d67c,67201,9378,7.16581
779.bin,13719262,97ce703545e5ea1877ec889d93229cdf859c9652cfcb290a93e42c36c0011a5f,135077,18854,7.16437
780.bin,11253529,a4d941c726d4e4030b5f6ae99446bcec29cb0406aa08ec070db622fd664e0148,110590,15467,7.15006
781.bin,13905681,a0a6e6a2e35779784c198248e24fe389a3e8cc06f1803d0707021e11e80569c9,136977,19097,7.1727
782.bin,939416,7f8f2af00823dab62037cccc8a6dfb68725e698bac7de6ca4eee811d6e3c8efe,9265,1290,7.18217
783.bin,4609008,4ae974c57e5f6d06b5521d2942937ad68717656db37abab7fe88764069ec66e2,45379,6328,7.17114
784.bin,5006015,bd2a98f291c24926246cb017dfc618223c857012c7c5d0aa6df32516587a2bf5,49159,6882,7.14313
785.bin,756312,9d5885c81667cd46befebec24eebfcb2604f95d4d78834fd3f5bb9fad9faaf55,7447,1039,7.16747
786.bin,3491826,4ad6992beefede34559adda07d7412b2d2199406196772b92495eb852b60b5c8,34395,4796,7.1716
787.bin,5968870,7cd8dc7cae5127e060af0745c7c609beb87560dbdd9e80399b1666f652032466,58647,8203,7.14946
788.bin,14591387,997db89981a1b1a46b81716ec31aed3dd454f6b654e1d30d7a778e4bccbd3ad7,143333,20047,7.14985
789.bin,6982431,b39675c5f404b45a5188542761670739fc90c4d6023e09dece49a8024b72a875,68777,9599,7.16502
790.bin,2187745,114089c669eb970c7fd216aec3199037b5705f7bd271399a97018eadbdf62e91,21574,3005,7.17937
791.bin,6193667,3cbee8e4e721ddf549b9da671eb62c30a9bd1ce558a9c297a69851069760d61a,60869,8512,7.15096
792.bin,15002814,bb3b5fdf454a29dbfb3777c2aeaba17e99fef09114c9c9f3bf346313b3ed2771,147750,20600,7.17233
793.bin,9494767,b901c0af72f207805729245d2a04b64b38c7d58b0fff06e7bd631d993feb8b8a,93510,13038,7.17211
794.bin,15853493,2595aa64416fbc5efe5f8032e52e559d0b0b9631edff27051016b237fee78f84,156148,21776,7.17065
795.bin,13361320,f5edd739bbcccdb5e74dd2c3fca18bd7429ed1bfade2638fb58e10c3e612bb83,131260,18356,7.1508
796.bin,3137104,42e99bc999ddcd117370634713a24f84325bf6ebbe3ac436f538b0be4ee8540a,30829,4305,7.16121
797.bin,12125507,c80403f42f18090f3b0fb6b4bbcb5ccf9d507b96e51ae30aa90e208bf0e960ac,119511,16666,7.17095
798.bin,7333490,60cb0cd0754164d1a85d6228383053f96a0268d7d3c82788481f62eca945d027,72227,10080,7.16538
799.bin,5665703,3a554a4fb8f5e9eaf09739855ec5bb42bac6998cb69ff09625fc2c0cb3dd4956,55671,7786,7.15014
800.bin,15315175,526fc8e1576d9be0a54b5960915ef52a00679412d36e1cb0a586f522e5c3079a,150518,21039,7.15424
801.bin,13757671,9ba3ebfe71b594c4298a5767a6308e4afba97839af4c54f5c1a51415084d5c35,135529,18896,7.17236
802.bin,5879992,775b6aad43e875549b69f5897897cdac0e74238ca7476e6adbc2d758c4d1ca7c,57927,8092,7.15855
803.bin,4816677,9419aa465575b82e1132a0b91eb6a1444a59660cd3de314069ad368904cb426a,47450,6611,7.17743
804.bin,7238699,c1811afdf2de0c7fa91cc126426cc914c4182c81b9bfa10d24c7ce68480cc033,71326,9944,7.17277
805.bin,831755,45e21e24ade4ed4e77a044096dee0ef5544f2ccb55b7f06e907f3971d5677985,8180,1142,7.16287
806.bin,7614834,4f485fe8de09188bc493ca0ba9d162451c51f09345c3f78a2d5a9848b3ceb82d,75030,10466,7.16893
807.bin,2583281,18acbd4ba182885e70c966d539cf01ea62b796a21af7c78ac90636d6b58bf229,25402,3556,7.14342
808.bin,5857874,4ca3bada613ed17e0022660913a49279c31a3abee79b9642889a56cfc7483a2c,57794,8046,7.18295
809.bin,13636314,c98d8970ca4c516a17a0730e60d6fb94d581804c5e9bfd3f340c543ba6e9ffb3,134672,18735,7.18826
810.bin,9497180,efafe4920a242ab08eb20d20bc8ce7cdcee819e17439cf3592dd0f57231aaab2,93633,13053,7.17329
811.bin,12717448,11435e704d62867ee8f90d24ced3282b641d8e59bd6157f8cbebd20e39ede8c6,125247,17470,7.16926
812.bin,13409688,a9acb6224503b9a530837312d1927724dd601dbafafa735cc02858be740b3892,132106,18423,7.17071
813.bin,12230042,5bb69ad071114f90d899f21959b1b3f5c0fda485809c56dd1a0d5463b799577a,120610,16821,7.1702
814.bin,12760398,9ee712a175d412f55218b41a1ce40e016d822431b19f806a0d9ecd5ca5d3ff5d,125666,17536,7.16617
815.bin,2572267,9a3c9973b9f9efd42e88b300a7cc405b233ffcdfb90dc67bba9561fe5177f26b,25343,3538,7.16309
816.bin,2352662,841b0252c9d27f279803ff5843f2e3268fa613ce63061a4b046ea05d61b69d45,23104,3234,7.14409
817.bin,1501208,f71e072b5e7e07a6e791e0c902f2675123c957921dac0751cf3d17d14bae172b,14789,2060,7.17913
818.bin,15845332,cdfdad2f7ee486e34a36580ca6b0cebcf0bfc9182da2af8f32c2e78253232fad,156045,21765,7.16954
819.bin,2603453,214a2f563fe4930d2070463f1ff7abed14ab4f5cd403c9c4281cbca5af82d0da,25675,3573,7.18584
820.bin,4126091,e3869cac18b35ee707601b03b56b1654c2c2078539778b0fdc808948f3afdb00,40527,5664,7.15519
821.bin,8496492,627d6d1d82de47ea7c3ad502a62a5c3c9d3bce1e548d34aa96910abd416d27fd,83666,11673,7.16748
822.bin,12287785,a0bf29db83f51137ae4c8d7f1e789f561632675e108e661e5a3bfdf348ae2217,121029,16887,7.16699
823.bin,13403794,90dd5ab2921407d201052af7905d482a4d08fb514b606874cfca0d4e1376985e,131686,18418,7.14985
824.bin,6895946,4746a0654cc5dbbe71b18c0b289705ca986fb0e7beecb690ad0d28a3fa5d55fe,67933,9475,7.16971
825.bin,8742201,106abc58df96853d2268a19af5c4ac74b2c870829d60c6708a058d77d1089f69,86108,12008,7.17089
826.bin,13022343,9842a307c44a7e81cb5f06aac602daca5eb1cff7378a2216923055571fce4b3d,127981,17886,7.15537
827.bin,9112314,30ea2b5bd17146be7feaa839020e75a347e39afa3070178569a4762f57af352d,89738,12514,7.17101
828.bin,1100293,3ee629af006149f4f89c85bda8997a00da38042e1ea7a7acf482661b632213d5,10811,1512,7.15013
829.bin,14617719,8c186b21b1eb26fa3de249e5dad6af2d4206bdea05a5eccdef3b8fa495ae87dc,144083,20091,7.17152
830.bin,16702507,0886367218db7da64f9cf0ed636ded53615ae25901c9867c6eb5524825998158,164526,22942,7.17139
831.bin,7490907,f3a44f76e4eba655ba9d32f3c6cf3647147bf6bf6b5fca2738800bd6d5e2f184,73786,10283,7.17553
832.bin,15180245,829dbac79f5d67505563f2b71c42b78c6ffda4122dbfb29dd68ee2ea6935104c,149506,20853,7.16952
833.bin,11041402,2432914d6fb19bbc2509e0a742bcc02ddf5443fb3bde674ceac96a1c1fb57402,108757,15164,7.17205
834.bin,881283,8792a54feadb5b4be31a95554ba69af14634e4c9c715d9b5decfc8b300a2041b,8689,1215,7.15144
835.bin,9811296,5a3653eb62749294e34495b8182c4b313002c516d321b7161ab35533ccb995bb,96613,13475,7.1698
836.bin,5711755,b8e9bfcd9d259c41f5e982957f490717af388df71332ceb8e8946c0c3d9a60f0,56234,7847,7.16631
837.bin,16610420,7ecb0ceaa57857b05cd6fefae3d184bb09ce265ff2e24cadd452b084f706bb6a,163218,22845,7.14458
838.bin,8301830,b2d97bd749c6bf40b6d7a6bed4bd7b011f2775dacedecbd11acb7f3103b7b63b,81782,11414,7.16506
839.bin,6712523,8846249da4af0c2e267d6fdf04b098c1e93e2e592fa241b93ced0ceb738f9a2e,65937,9225,7.14764
840.bin,10681185,886d6a8cb0cddaa0545e2ec867c1623e7bd3b7d108737846e212c17870774b50,105167,14677,7.16543
841.bin,14851889,f24145484e011774b8fca8b40108cf3303c8f5faeb76c280c06f49c44459a171,146310,20394,7.17417
842.bin,7400250,1e2e8b4762af071f0d0488b12233dc5369260a891bd5b5da6a2f8bd3a75d4e0e,73275,10186,7.1937
843.bin,1061491,255520c3c0a14b95abefb1f8088716f2a87c0e08e775f407e6282b1de7513bdf,10515,1460,7.20205
844.bin,13120820,0a123c55eb21b727e7f96e7eb3dfdb75446ada4e054592fb5a0523fd207afb49,129376,18046,7.16923
845.bin,8135062,ceee600af5c6a220f3b25cd1a1d114996aea2c7e79336f95b08a7357e7763cbb,80173,11178,7.17239
846.bin,5137955,765034fe1310b693717e67bbd10b582d07b3c87b63a22e1c70794ed6067a39d2,50477,7064,7.14567
847.bin,5999407,bbce0ee685893482a71bf9a3ec283430e4d9e882410b07fabe97f89984b35407,59100,8250,7.16364
848.bin,3673264,005cf4f170a64e654859627a52f3b69200d03c1c8961e23eb665324ecacf3e07,36100,5054,7.14286
849.bin,12337188,8b1a11305b58d28fb77f9893ddacfeff27f161ea2b50f40b306668be484f0eeb,121534,16957,7.16719
850.bin,1699322,d796b59581b0cfa2a114e4fb10eaa472a22ff989d63286d772a9a8f1a853f528,16751,2336,7.1708
851.bin,16726450,28f13fd021f04cc30d9bbdfbf076088dbf89364b76332801a41febc23ccf08d0,164331,22978,7.15167
852.bin,13566185,dca336c8be2d0128f35b43029775fc636a0e0fb809e42897264900b61c3b7194,133614,18640,7.16813
853.bin,10721874,de2ae8fac1b17f9a8472ccfbbeac6453750442a4c227c3bef9ff7434630942bd,105613,14729,7.17041
854.bin,14770932,6cccf5a81dc53b00b3d914925a9dc02db182b3df1c6d21ea8219a58d9f0098c3,145476,20288,7.17054
855.bin,15128015,db5ad3a2ba800b0e1df28b554ca9cb4f1b63f079b977dc234fb1492e83bbb966,149027,20780,7.17166
856.bin,835848,9b8675f82b19f9bbaf9a592a2d34df5d1d3282681f7c66c773bc5d17aca44662,8240,1148,7.1777
857.bin,12122344,e265df30ac11e85c3f9b16f0b60d456a608b9ac96a97adbf862f091b351068bc,119398,16648,7.17191
858.bin,3772033,75df1c24c6829983b5e8c9e2475d17b857a93a5c62e84f3b96bb05c4db7abdeb,37171,5177,7.18003
859.bin,12722341,1a92cb9fc0afedf4a9945b2f26631d6dfb9cf93919da771adcc1e93673cf3f46,125333,17474,7.17254
860.bin,10330580,2c66077316d2aaf977d99ad15638ab67f7bae068dd5070de1bda900c6bff784a,101732,14201,7.16372
861.bin,15004892,1f37bafed507c38f6495bfb69d2ad5aee7773c6db549aa621808ef14aa65044c,147800,20608,7.17197
862.bin,5210451,7b835311f4f96527491aeff15be33f1f9b8680940243cd15e03f3bab1273b76f,51312,7165,7.16148
863.bin,8272456,0a74cc3e30d2b56c83f616dc5311bd3643f590572a862403e97c0007ada1cdb1,81484,11366,7.1691
864.bin,15651332,c29d5204ad519ff2aca9ea083aa4a04d3d3487bf088dc6e52a53bea1c3246111,154184,21498,7.17202
865.bin,599594,5d17d98a5580ac06a4c68404962692b08ab3d6f20969dd611c456ca0adcc3aa8,5918,826,7.16465
866.bin,1920461,55dbb56277d06d4974ceb7f5f80a326ab6b534ea9778edb95cc5d4d69022f8fd,18923,2646,7.15155
867.bin,8291978,73639e042ceb6493323ea95d66d26776424289ce571f6dd53f50459985279347,81686,11389,7.17236
868.bin,3050387,f6d961d2a8a5980ca364da89d6205e62a6eb1b6fca8c4e6c8f83470cf70ed1f3,30046,4187,7.17602
869.bin,16616170,bb4fdeaf5de2627537c9bd482c4e7a45687ae3b70b99004b127d986466cb7ce2,163641,22826,7.16906
870.bin,2384729,07d03a0a98aab78bed98127411a1983daaf2c74b7edea38d9ba00a7d0f8cc73b,23486,3275,7.1713
871.bin,5866797,b2213a1e55282c725695fb4fb9fda7683117b74b96b00922aa7a33c7d197bc01,57784,8060,7.16923
872.bin,7380468,38f5175747cb5c8dd2c802c0565f5ac9eaa64a4e07199b90ed1e3b0d075fd635,72706,10137,7.17234
873.bin,14371440,47a48c39d20612fc12886c9df5577e2b9426d63649cf3e68955f71e93a511659,141570,19744,7.17028
874.bin,11927016,4ca685b4964e516901cd98bc710ac09bfcf8342c6cd6e3bd15bac2c674abc5e7,117479,16387,7.16904
875.bin,1331575,464723e60e8c3e279aeffa0827f4b0dab121a503a726314e00552944d4d197c1,13081,1829,7.152
876.bin,1977318,80dd0003a60463c1ef17cda6b1e3cdafe86c3eeb235c2548b574f336fab43ebe,19478,2716,7.17158
877.bin,1012722,55949303bebfe315960ec8af34e031e3aee8c9babbdac698e785c5b88cfa335f,9936,1392,7.13793
878.bin,6318401,0b5df0c8b4b7242370c10ce2875b860d910cd7b83e47da32ce5618b66d1b109e,62267,8673,7.17941
879.bin,1614262,c82d025e15f458b609bb30c1da102de425595aa508a79f9af5c9773c38c5d1d2,15912,2230,7.13543
880.bin,4134926,c3890b2ead60382548a6f3db66737f9c5a2e2758e4f0dc784f02179ac230e572,40747,5679,7.17503
881.bin,7314833,4d3bb3948af5dde33d78dfeaaa4c2acdb12b6732e7036651c3d5bf4e55492091,72013,10053,7.16333
882.bin,2664239,d48c8fd7c0df25255593d8ee73a9954546880d5f3e790729384fd2f980486b7d,26227,3667,7.15217
883.bin,4550308,2981545656b891ff7876fbdd3d4ba75f55382a57ade47de8e66224936a4f3867,44793,6253,7.16344
884.bin,15504057,a77b204c7ffdfe19bb7a3a7fe1ad347332197a6963c7914c2c01ef736af97a0b,152965,21506,7.11267
885.bin,954415,4390e614b96fc0f7b7082c01cfb9ab6bc36d8d909e6b4f58e338314e066a8f8e,9430,1313,7.18203
886.bin,11197878,69ce49567ec940c07027b51c2f83b54030c5d652439cef3c40294258fb7dffe6,111594,15375,7.25815
887.bin,8097384,52ba39a2b43afdb00e172032e13a231b9022fc0b0962112f1a2c32726b2714ea,80067,11138,7.18863
888.bin,2116969,a545445c6a94297c1fa67e61cff7b8dd92c3fdbda53a91424781e2333ecd7f97,20846,2908,7.1685
889.bin,14054943,4c6c4d5ab11e87dae75c60297766a7fb04825fa1414e1f4ce141dc9f4e7416fb,138083,19313,7.14974
890.bin,2193791,8388c2ee5b7c9a2ccd98f451e60871476aba3e823b5103492193479434e07633,21606,3012,7.17331
891.bin,13141648,449e894b3796f8b7fea25c0542618ec12939e64b971fb3d3097ed6911daf39d3,129428,18057,7.16775
892.bin,942420,d8d7e46d358cbe838d8a8b5261aba5344b99a101d0de9d08f22c63e0e1336632,9275,1293,7.17324
893.bin,4107074,77bc851eee084120076f7269eff2d2df505fb9394316343208484ae71c3079cf,40466,5640,7.17482
894.bin,2641949,7b07d1f998cd4c155648a500281ed5d645e51c9c5a252d962716b3b4fa96bc96,26003,3626,7.17126
895.bin,14093226,4971b09ad9299341149f0bcbedb870983ba033c0daa958d3d4e2e1f06b4d6758,138791,19370,7.16526
896.bin,10263475,fed5a5af973e998c846654b721e51a6e6c4fb678ece50b1c0f4dc0428d316de1,101118,14098,7.17251
897.bin,16407379,5cb51f233b77e51bfab01226bd4d05d9a81e0b89f88d1f3d3d3c1b4c06ace1b7,161578,22531,7.17136
898.bin,1042984,e0ec771fed93991c73d19bfe1d13a4ce7e2dc7140bbc62c3433fa04211358404,10274,1431,7.17959
899.bin,5468817,ce64a63a8c2a197a151d554391962bac02733ef769ee15e5561789534adb25f9,53733,7523,7.1425
900.bin,2020230,12c69a81d47e4d4a6b68e51f6541f6fb49f2be756a6cfde59e5cf9534adfe708,19924,2787,7.14891
901.bin,3496075,ca67feee8c9dc8507529fe4d69c84c2da7cee5a8e7b9de97f9d060958753fdfc,34439,4799,7.17629
902.bin,8186206,54c51a075a036b6a5c1d48c2f55848c3bd1da71561e46b5c408504935eb423eb,80606,11244,7.1688
903.bin,1756995,774bdfdbb86058b90d7bf0736608fa52643478c06e8edc5f29b0849b4fc433b8,17306,2411,7.17793
904.bin,11733181,ca4733ac13858e02ec49ae00565adc1522d1f29e07b80d9458032efa812e17a3,115241,16116,7.15072
905.bin,1722806,4c1748217d521b116ff7a3efa64b9c0a2b50322badce4be68aec5c35d4ebd4c3,16922,2400,7.05083
906.bin,14659273,ca2904fcb66b81c6bc0bfd5bce95e7900949e9e64fe66e38d6d7769509bb6013,144046,20138,7.15294
907.bin,13844605,fcf23764f79b2dd0ae99bbccf1c2b1ebf906e9b765700b738d651fca77ba61dc,136388,19017,7.1719
908.bin,12716701,1c99e3679a187186272df3f4e37dc55fc233b53fd8bcf86581ca453f3ff5860a,125260,17472,7.16918
909.bin,5793383,bdf0bebd9d0ed11990a02569578c732547e93fa55024f8b00af717a51596a115,56896,7965,7.14325
910.bin,8407434,814cc293537ac7c8fe80665b183711afdb1713b7784ad0d43a6bfe9b03409e70,82787,11553,7.16584
911.bin,1641433,456f1b0414db74952067a395fb7047953a1e1ec390dec2121dadd2cbe61fec41,16183,2254,7.17968
912.bin,1928070,baeb520a03ca6ce145f724ff28733e88effbad2c3bf9036b673263c88aee3db8,18920,2667,7.09411
913.bin,8441529,4516a80363244127d4175336125927b713d47cf279242f77968f078230210a5a,83168,11596,7.17213
914.bin,8927933,f01ec612a4cc924eb937ed83840511455679ba4e8f6bdd8e43179b9ac7a6b40c,87931,12261,7.1716
915.bin,10908221,1c97c9059db0b46e433d32559d95c6ade62e05c8575018d4b5d488dbc61bf564,107437,14991,7.16677
916.bin,13997699,df47e62fe93956d8cfd19ab525c782e88fb95ba9606e0b0c144ae6d6fca34f5d,137892,19232,7.16993
917.bin,9336910,9d63ff8c9d8287f580bd8d45da8558ffbf9d82a6e545ea04cbb7c1c5532c6dc1,91950,12832,7.16568
918.bin,5499720,156a5f6d05fcbc3ca866ddaf4e3bb95dc49120c7755920de54ab768f40d1d0fb,54069,7550,7.16146
919.bin,777762,33fd98343ed4cf1acea18168d6f85f6f8941ac38e65f720f080f2b2373f82c47,7651,1069,7.15716
920.bin,14015670,3115d4fd3a294f8b45e4ee0cd064f1122b89996e5e3f0203a633811fb9ec5a0e,138026,19257,7.16758
921.bin,7678011,be5f45b19984d8cc94c98c4b51af3e6ac1f81c0458492c76f3559111972f55bf,75623,10546,7.17078
922.bin,16535500,aa71a87896941170278dd761ca668fa8edd8ad436efa530b409de9271699bf06,162911,22724,7.16912
923.bin,15846090,7c84cc00f12b0a8fd28d291c5d827a41e7a1b597e874d485cd7ad491a73f3376,156098,21764,7.1723
924.bin,5294772,990df819affb0fad7ac9eedab1d33a2c82b6ad8c5f2b9fb89f19da6d6ed8f7cb,52252,7377,7.0831
925.bin,14409637,199e22483f94821308d89e7e77a00716144c00e6d2860054cbdafdc12dffed8a,142639,19818,7.19745
926.bin,6321261,bb6a16a846e4ff7328e56d68dda05cb748d3afa0564e0a72d183d2f6e63434c3,62443,8711,7.16829
927.bin,6106660,a8bc3a8dd72bc3166ef222c9befa57b9985f9995461f76522dbe8fea8381192f,60633,8486,7.14506
928.bin,3315941,a1182144176db2a192292ea9d97b8a85eeb27eb0d191c1dcdf4eb2b14b3bade3,32724,4556,7.18262
929.bin,10447003,1da234c4bf149b393fb4d3d72f5523fde91d5ff72d34626fbe9fd8b3c2b3c293,102654,14371,7.14314
930.bin,1609943,61fc2ddc82d12842652fddfea2bd6534d5eeae81433f635bf9bcfc95acd67105,15861,2212,7.17043
931.bin,9663107,968e9f7a770598436ab6cbdd11ff6bf7086a92de0b7b676384919dfe59cffd2d,95196,13278,7.16945
932.bin,14246579,a734d93b3e30f7d39cf90fb741fd9b71f04276bb0debdea68bd0868b8a086ad2,139985,19571,7.15267
933.bin,10890360,5ea9313bb03cb066fce8433eb0b8aa98405506be626a438b940286843e2a19f6,107232,14970,7.16313
934.bin,4639580,b1fd021d59bcbd6a319c5bfc573e508cb8907081d07fa95426836c6894de4cc3,45703,6375,7.1691
935.bin,6274665,69eb1726987182d36e31574431cc966a714975aac0cabcba4bad3a5523add789,61821,8614,7.17681
936.bin,5065746,0c87a8615bc8fe1aaec59839c39c43ff2aad24df8d22d8bead389a6e80e825db,49902,6965,7.16468
937.bin,3145125,e93696126ec448258cb44f5e0e3289864a892a936abcaa72eda81babad55ba1f,31010,4329,7.16332
938.bin,2401199,a53f919d508e1515e177b1c45cbdbd48015432ad0b38f0ad0b772c0755f724de,23586,3302,7.14294
939.bin,4558927,c99c6dbe11a8c01403ed9fbda1f09a578a2901fe71d06a2fbda276b84e9f724b,44892,6267,7.16324
940.bin,16499151,38285b9377f59e2dec2dd8e2d7714d00febdcbab73ce4244b49fe17c46b68e0d,162510,22685,7.16376
941.bin,5580735,429822219b72d9d8af4341672978b9875ce697b22f793621b849cfbab276610d,54837,7673,7.14675
942.bin,6964222,13f8f9b6cd8c742c29612d0a53fe1df0e0c574685ebeefbac1bbf26fcee60a7f,68621,9572,7.16893
943.bin,14008889,693119c4dbe9ab4b6324f13235e3779b55ea392a5d04bfe42d77211bff997076,138050,19236,7.17665
944.bin,10488318,8f35ca94b9c9906ca0be10918c2de63d7934fe4a2ce3d86e5b9d11c8423e33e3,103288,14418,7.16382
945.bin,14676273,98336e08c9457d710d0bf21cda66fb68feab48583158dfeefcebfb45466af126,144556,20166,7.1683
946.bin,13332531,c944fe5477daf0e0d9c4498d46251090ed6edabe9cc23b6e2eaf2c430859b901,131298,18316,7.16849
947.bin,7573400,ecc70093dd314145fcdaede052acc387cfaf60fc4abbdf750ab4385b8d342daa,74594,10405,7.16905
948.bin,10322562,6f7dad3f85582ae26b57313e5c764cd138c4ff5015ced1940d4ab0737bbcb916,101661,14185,7.1668
949.bin,1802289,5dc78e6d8670bcd0ed70dad90fd930cf81d41f900ad4f2ee12c9a3e0021b36a8,17715,2477,7.1518
950.bin,10985877,e5b630220793c432582ec961b0fb0d20da940cb2283b77d741f0d74ef0efbd0c,108184,15089,7.16973
951.bin,15283820,060a67fa9b39600f84f72fb006d18527b87c7311c5ad0235e38334bf9d5c07e1,150514,20992,7.17006
952.bin,15283369,cb29ad97d413a2a94d881f3c4ebf4f8b708870d1427193f5bae00b83978c5cbc,150534,20986,7.17307
953.bin,4901459,941de6c5e7beafdf39be56cbe7b649b02c6f3e9c60786927c393b80d22ce83fb,48287,6741,7.16318
954.bin,8395651,5d3f92caa246e01abbfc871c3175878cf995c1b7752a27fe7ff5b45d02bb1584,82689,11530,7.17164
955.bin,7683706,5a2f0d71ddc7c5a2c8d3f9fbdb93d75e944dbf8d4d83a60ce114e3b97c1c61d2,75681,10551,7.17287
956.bin,8533397,d1c6499927e370fbb8cd159494995c3d610e47f6c764f917a68bcd245db6fbfb,83851,11721,7.15391
957.bin,10273117,49d78ee1aab7c276949048ff826c0e838709f20e496fdf82cdde424c49d5d81a,100969,14123,7.14926
958.bin,2354009,7df5940d18411f76cf2e3e6a5c1e6844b0b1bbd8cbb9f684e27f03ce1a7ccb52,23219,3233,7.18187
959.bin,2781148,dd093b3acbf98c4a2f3a591bdf22ec489c588f5f5d85a7ea7a2eafe84c2d72f0,27321,3820,7.15209
