FileName,FileSize,ResultHash,RefTime[us],NeonTime[us],ratio
960.bin,990487,05fa426906ca75687c564422557b0372d2c57d28d7bf0fd08c7fb1f4a3c06011,9754,1359,7.17734
961.bin,7229152,5c2a44fd05bf74977d93df82c8490eea81b4bd31a64d88b3ec00e355e7f92106,71016,9932,7.15022
962.bin,12178207,1b140548b31b288d4ab7be07da0d146129fb5f1732ad2770141d295702692651,119630,16727,7.15191
963.bin,2456574,ef88519d9284e11c6fa7e2eb03112dae778e65a2fc64a6f2011b887d75a73b00,24137,3378,7.14535
964.bin,2880117,19f88bf4d4fe163d0ef3d818141399ae3b8754ce44fb23fa1e48869ee282a2b3,28353,3968,7.14541
965.bin,1205456,916972251250d5a75adff8930687ac19ff7d83cabc2b7f63683fe85138f76394,11865,1654,7.17352
966.bin,5966267,0fec6d9e1ff2d0a841739702e34aa2b7d16a2f4075062fb272b73b424f21fb74,59089,8228,7.18145
967.bin,8941732,f9abb86fd8b1d25b7d06f4634db7d143135f448d65cddddf8196772cce7a198a,88574,12318,7.19062
968.bin,5045093,9875c1346f19beca40f3fd523223832d1a72e269b4f9ecc9a0364aef1f7d0701,49917,6959,7.17301
969.bin,11984816,6c4449a3c660a6828a3895fab08d71131ce0e94d4e2933645f730e63bed65d39,118085,16471,7.16927
970.bin,7126791,0a82011173ab3dea6453380be614a03a888f932c44cfb76faae9ebeca51576d9,70093,9794,7.15673
971.bin,6884524,b8684d27c611cd2cde97dd71a3199ac9e8944b98750db4b2f5001e66f2568e83,67635,9464,7.14656
972.bin,14049188,7665e26b6dd974ca66d1ad6035c25966882cd4e45fd51a8afef9871a33fae672,138363,19296,7.17055
973.bin,16261177,4a97b530ed7ffe5a939a9204867802f97db9193a65993c4b8b3640c8beee6865,160162,22353,7.16512
974.bin,10469984,29b7d6632370c7606d7773808f68bcec4ccc37601367cc68a3a0bc570908fd67,103168,14381,7.17391
975.bin,3116469,01575bcf18698d9c2851c562ffef24d8a37fb098b0f442de91d3e3c7841f35e5,30728,4278,7.1828
976.bin,15126192,5e5dba90e1d76545a7f04586da91a9948bc31f53a887194dc7d0604aa98321e2,148633,20782,7.15201
977.bin,8226517,b1f334154b3592c97fa3f50f4530e413725fa50891375b1e088adb9fbd992be0,81028,11322,7.15669
978.bin,12002144,90205b3f8c19979b98326aec578057775cbdfecf613bc1f2c16225687be3fa23,117945,16486,7.15425
979.bin,2545088,8bff3afa0ffa5b21b6b823e0a1ad934af84d8918fa94ff4d354d81209f1bfeff,25079,3505,7.15521
980.bin,6825377,d966fe32ae0055f972872ad2271a15ae8e5819969b8f73a1fa44d38aef7aaccb,67300,9369,7.18326
981.bin,10345307,7a03143b44e2977d6f27000692b1c86f5842262e68209e6acf74f23e6cee2a97,101909,14214,7.16962
982.bin,4084015,d0c4f17c466a489ad1cce947b5fb5002b02af27aa0c057ea86b7a385a4b688ff,40230,5604,7.1788
983.bin,7647115,c1abd8d4b0d356e984aafc037786ce949347e00f846fb730c4d35cd73f1c83ce,75344,10514,7.16606
984.bin,8898273,6d7d2b42801e76caf0b69b3e65e4691b334586c4da6856331905bfc61c4f8591,87651,12228,7.16806
985.bin,3033578,9cc83bb638f0353079f10c8a32d8648220c3b90485198a4787e49f454806820f,29824,4164,7.16234
986.bin,6534965,1bf5b622266c5185b90b89a9515471b2675f481630a9e33348196c5ce09f21d9,64367,8985,7.16383
987.bin,9182373,35119e395fbd6ddb4e1042ff7c62ba0a20f13d1b08a5ab8c43d1998b779357df,90484,12614,7.1733
988.bin,874963,946846e0af4ba47a367824ef3c34a0d88aaafc0bae6d34f91ecb065b6821e2e1,8627,1201,7.18318
989.bin,14313578,b7474fc27e8c52448315c9e3e36e08aed838a4ce3db52bfe900cc9286f18259b,140997,19653,7.17432
990.bin,15679121,23b4e2d932c26460ea41f6eb95d9945fb6ad3eaaa398957cab7123abea39686f,154017,21533,7.1526
991.bin,15081355,f12983994de6858490e0b7b4e195d20df413075aa710cdd2f2eb1bc5ef617b23,148508,20713,7.1698
992.bin,788534,5ae481e321a2b59326cef56aa3c24acd8d4d22726edd886845a61432fe77b2f8,7774,1083,7.17821
993.bin,15130840,04eae80f8d4def24daeb86104eb120d2e257f78b210ed183550660f3f67073a9,148664,20779,7.15453
994.bin,3372597,cc9fe83a36637f255e82c258c13ef8895bc5f674a5e666d8bdeb41df7ddf0784,33158,4641,7.14458
995.bin,2851558,5f20437a86177172065aba6bb18485fb5642804981c220b3feafded385e59d4a,28006,3911,7.16083
996.bin,5299383,2228cb6dc6d376ae5c7df14864af5cefd2747e5861c0b1e122863ebea7d3fe73,52185,7273,7.17517
997.bin,16114635,93e7130f2b0f9caa29095d3ad842691c9083ece9c9c157ae391d96215e75d30e,158686,22134,7.16933
998.bin,6324399,c407d55d56bc04aafe77cbc24cd67dc120d439ad4c2a5a3656853836a4414327,62304,8691,7.1688
999.bin,6570980,80c65fc67b340ed68043efc835f1a1cac36f0bdaa44283681207f0d5aadfd490,64545,9019,7.15656
